,sample,IGSN,source,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,MIN AGE,AGE,MAX AGE,METHODS,ANALYZED MATERIAL,ROCK TYPE,sample_type,MINERAL,TECTONIC SETTING,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
8779,ALV1802-004B,,"GARCIA, 1993",ALV1802,18.54,-155.15,0.01,-987.0,-987.0,,,,ICPAES; ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,SEAMOUNT,23.6,60.0,7.6,29.9,7.06,2.33,6.99,1.38,5.68,1.08,3.69,0.46,2.3,0.31
8780,ALV1803-014,,"GARCIA, 1993",ALV1803,18.54,-155.16,0.01,-1357.0,-1357.0,,,,ICPAES; ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,SEAMOUNT,21.7,53.3,6.92,29.6,6.99,2.31,6.77,1.24,5.5,1.05,3.26,0.39,2.09,0.29
8781,ALV1803-016,,"GARCIA, 1993",ALV1803,18.54,-155.16,0.01,-1357.0,-1357.0,,,,ICPAES; ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,SEAMOUNT,11.1,27.0,3.7,16.6,4.54,1.57,4.92,0.91,4.38,0.84,2.62,0.33,1.84,0.26
8782,ALV1804-001,,"GARCIA, 1993",ALV1804,18.54,-155.16,0.01,-1357.0,-1357.0,,,,ICPAES; ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,SEAMOUNT,11.4,27.2,3.75,16.4,4.39,1.5,4.61,0.9,3.98,0.77,2.43,0.31,1.63,0.23
8783,ALV1804-010,,"GARCIA, 1993",ALV1804,18.54,-155.16,0.01,-1357.0,-1357.0,,,,ICPAES; ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,SEAMOUNT,12.2,29.5,4.06,17.6,4.44,1.55,4.87,0.94,4.07,0.77,2.58,0.33,1.63,0.22
8784,ALV1804-019,,"GARCIA, 1993",ALV1804,18.54,-155.16,0.01,-1357.0,-1357.0,,,,ICPAES; ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,,SEAMOUNT,22.9,54.8,7.08,30.0,7.43,2.45,7.6,1.44,6.42,1.25,4.01,0.5,2.74,0.38
8785,ALV1804-021,,"GARCIA, 1993",ALV1804,18.9201,-155.26,0.01,-975.0,-975.0,,,,ICPAES; ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SEAMOUNT,13.2,34.0,4.54,18.7,4.6,1.57,4.73,0.97,4.06,0.77,2.67,0.33,1.63,0.22
8786,ALV1839-003,,"KURZAWA, 2019",ALV1839,18.27,144.68,0.01,-3829.0,-3829.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,BACK-ARC_BASIN,4.83,11.9,1.83,8.92,2.69,1.02,3.35,0.58,3.67,0.79,2.23,0.33,2.09,0.31
8787,ALV1841-018,,"KURZAWA, 2019",ALV1841,18.25,144.7,0.01,-3744.0,-3744.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,BACK-ARC_BASIN,4.32,11.6,1.85,9.11,2.79,1.05,3.56,0.6,3.86,0.86,2.41,0.36,2.29,0.33
8788,ALV1846-009,,"KURZAWA, 2019",ALV1846,18.3333,144.67,0.01,-3814.0,-3814.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,BACK-ARC_BASIN,7.65,16.3,2.38,9.94,2.15,0.76,2.28,0.36,2.21,0.47,1.31,0.19,1.22,0.18
8789,ALV1846-012,,"KURZAWA, 2019",ALV1846,18.33,144.67,0.01,-3814.0,-3814.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,BACK-ARC_BASIN,5.88,14.2,2.12,10.1,2.95,1.1,3.65,0.62,3.91,0.84,2.36,0.36,2.23,0.33
8790,ALV1880-003,,"KURZAWA, 2019",ALV1880,21.67,143.58,0.01,-2327.0,-2327.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SEAMOUNT,25.0,47.8,5.89,23.6,5.18,1.66,4.99,0.73,4.0,0.77,1.94,0.27,1.67,0.24
8791,ALV2078-004,,"SUN, 2003",ALV2078,44.909,-130.239,0.001,-2250.0,-2250.0,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.06,9.51,1.55,7.8,2.99,1.13,4.16,0.72,5.15,1.1,3.25,0.476,3.23,0.47
8792,ALV2079-002,,"AREVALO JR, 2008",ALV2079,44.97,-130.23,0.01,-2270.0,-2270.0,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.2,10.43,1.89,11.21,4.04,1.35,5.32,0.92,6.59,1.39,4.13,0.6,3.96,0.6
8793,ALV2257-001,,"SUN, 2003",ALV2257,46.91,-129.257,0.01,-2426.0,-2426.0,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.88,13.9,2.19,10.7,3.84,1.38,5.22,0.93,6.4,1.39,4.08,0.599,4.04,0.62
8794,ALV2257-003,,"SUN, 2003",ALV2257,46.91,-129.257,0.01,-2426.0,-2426.0,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.82,14.2,2.23,11.3,4.16,1.5,5.8,1.02,7.21,1.53,4.64,0.662,4.6,0.67
8795,ALV2262-008,,"SUN, 2003",ALV2262,45.015,-130.186,0.001,-2271.0,-2271.0,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.35,10.1,1.62,8.07,2.88,1.11,4.1,0.7,4.77,1.01,3.06,0.441,2.97,0.44
8796,ALV2263-006,,"SUN, 2003",ALV2263,44.642,-130.37,0.0001,-2273.0,-2273.0,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.75,14.2,2.27,11.3,4.04,1.48,5.53,0.95,6.71,1.44,4.24,0.595,4.16,0.61
8797,ALV2269-002,,"SUN, 2003",ALV2269,44.984,-130.203,0.001,-2253.0,-2253.0,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.92,11.9,1.84,9.31,3.46,1.25,4.66,0.79,5.64,1.19,3.5,0.504,3.42,0.51
8798,ALV2364-001,,"PERFIT, 2013",ALV2364,9.5233,-104.247,0.0001,-2575.0,-2575.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.91,12.33,2.09,11.28,3.83,1.45,5.28,0.98,6.19,1.34,3.9,0.58,3.58,0.61
8799,ALV2375-007,,"HAYS, 2004",ALV2375,8.3387,-103.538,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.53,8.502,1.516,8.17,2.79,1.05,3.64,0.822,5.092,1.111,3.03,0.48,2.77,0.483
8800,ALV2376-003,,"HAYS, 2004",ALV2376,8.3622,-103.521,0.0001,-3110.0,-3110.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.336,10.384,1.782,9.647,3.25,1.166,4.55,0.829,5.218,1.114,3.054,0.486,3.17,0.479
8801,ALV2376-007,,"HAYS, 2004",ALV2376,8.3622,-103.521,0.0001,-3110.0,-3110.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.206,10.198,1.721,9.438,3.2,1.187,4.743,0.863,5.434,1.156,3.129,0.504,3.27,0.502
8802,ALV2376-004,,"HAO, 2021",ALV2376,8.3622,-103.521,0.0001,-3110.0,-3110.0,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.25,10.1,1.7,9.45,3.3,1.21,4.3,0.73,5.08,1.05,3.13,0.43,2.95,0.42
8803,ALV2376-005,,"HAYS, 2004",ALV2376,8.36,-103.52,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.973,9.358,1.587,8.602,2.978,1.082,4.258,0.773,4.887,1.043,2.792,0.458,2.936,0.454
8804,ALV2376-008,,"HAYS, 2004",ALV2376,8.3478,-103.521,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.425,10.98,1.856,10.95,3.41,1.201,4.861,0.865,5.489,1.175,3.202,0.515,3.292,0.517
8805,ALV2377-001,,"HAYS, 2004",ALV2377,8.3932,-103.522,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.644,7.831,1.372,7.634,2.862,1.043,4.084,0.725,4.688,1.0,2.733,0.435,2.842,0.44
8806,ALV2377-003,,"HAYS, 2004",ALV2377,8.3916,-103.518,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.156,10.144,1.776,10.05,3.383,1.177,4.847,0.874,5.533,1.186,3.176,0.523,3.394,0.513
8807,ALV2377-005,,"HAYS, 2004",ALV2377,8.3883,-103.521,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.92,16.069,2.663,14.455,5.099,1.622,7.015,1.256,7.891,1.702,4.604,0.744,4.883,0.735
8808,ALV2377-006,,"HAYS, 2004",ALV2377,8.3831,-103.523,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.287,13.827,2.309,12.371,4.316,1.379,5.965,1.057,6.666,1.435,3.911,0.624,4.132,0.624
8809,ALV2377-007,,"HAO, 2021",ALV2377,8.3752,-103.52,0.0001,-3168.0,-3168.0,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.99,12.5,2.09,11.5,4.0,1.39,5.15,0.89,6.13,1.26,3.82,0.52,3.58,0.52
8810,ALV2377-008,,"HAYS, 2004",ALV2377,8.372,-103.518,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.936,12.41,2.067,10.716,3.839,1.323,5.426,0.963,6.199,1.315,3.588,0.596,3.734,0.578
8811,ALV2377-010,,"HAYS, 2004",ALV2377,8.365,-103.516,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.395,13.78,2.31,12.448,4.339,1.451,6.158,1.116,6.921,1.487,4.082,0.656,4.303,0.674
8812,ALV2378-002,,"HAYS, 2004",ALV2378,8.3167,-103.311,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.19,7.63,1.393,7.21,2.34,0.98,3.94,0.776,4.868,1.078,2.845,0.458,2.94,0.466
8813,ALV2378-003,,"HAYS, 2004",ALV2378,8.3327,-103.316,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.363,7.801,1.413,7.832,2.793,1.071,4.141,0.758,4.829,1.03,2.876,0.455,2.973,0.443
8814,ALV2378-008,,"HAYS, 2004",ALV2378,8.3592,-103.316,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,1.543,5.544,1.073,6.184,2.367,0.923,3.405,0.641,3.958,0.855,2.352,0.379,2.394,0.379
8815,ALV2380-009,,"HAYS, 2004",ALV2380,8.3587,-103.509,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.817,12.253,2.039,10.85,3.901,1.303,5.307,0.996,6.088,1.322,3.639,0.59,3.873,0.578
8816,ALV2380-011,,"HAYS, 2004",ALV2380,8.3608,-103.514,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.62,14.614,2.397,13.094,4.4,1.47,6.271,1.156,7.126,1.545,4.244,0.683,4.486,0.667
8817,ALV2380-012,,"HAYS, 2004",ALV2380,8.3612,-103.515,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.799,15.405,2.587,13.999,4.793,1.568,6.535,1.208,7.493,1.635,4.466,0.72,4.63,0.7
8819,ALV2383-006A,,"HAYS, 2004",ALV2383,8.3658,-103.842,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,1.723,5.754,1.019,6.075,2.281,0.89,3.464,0.65,4.19,0.87,2.458,0.39,2.527,0.385
8820,ALV2383-006B,,"HAYS, 2004",ALV2383,8.3658,-103.842,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,1.776,5.909,1.074,6.194,2.378,0.907,3.463,0.655,4.215,0.896,2.532,0.404,2.545,0.393
8822,ALV2384-012,,"HAO, 2021",ALV2384,8.3818,-103.677,0.0001,-3525.0,-3525.0,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,FRACTURE_ZONE,1.56,5.77,1.08,6.48,2.52,0.99,3.29,0.57,4.01,0.83,2.5,0.34,2.29,0.33
8823,ALV2385-002,,"HAYS, 2004",ALV2385,8.362,-103.323,0.0,-2356.0,-2356.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,1.72,6.31,1.194,6.748,2.32,0.945,3.57,0.664,4.184,0.909,2.532,0.396,2.597,0.402
8824,ALV2385-003B,,"HAYS, 2004",ALV2385,8.363,-103.316,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.404,8.133,1.479,8.193,2.977,1.117,4.295,0.789,5.022,1.079,2.937,0.472,2.997,0.476
8825,ALV2386-005,,"HAYS, 2004",ALV2386,8.3625,-103.128,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,1.32,6.33,1.199,4.85,1.58,0.51,2.63,0.657,4.214,0.936,2.508,0.396,2.28,0.39
8826,ALV2387-005,,"HAYS, 2004",ALV2387,8.3602,-103.388,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.176,7.722,1.468,8.222,3.01,1.097,4.279,0.798,4.924,1.066,2.888,0.46,2.93,0.442
8827,ALV2388-010,,"HAYS, 2004",ALV2388,8.3705,-103.767,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,1.548,5.329,1.029,6.137,2.278,0.872,3.556,0.642,4.229,0.918,2.478,0.397,2.594,0.391
8828,ALV2389-004,,"HAYS, 2004",ALV2389,8.395,-103.957,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.32,8.011,1.459,8.379,2.973,1.106,4.489,0.847,5.45,1.163,3.228,0.537,3.396,0.525
8829,ALV2389-005,,"HAYS, 2004",ALV2389,8.3955,-103.958,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.314,7.846,1.43,8.232,2.906,1.063,4.357,0.818,5.256,1.157,3.15,0.523,3.361,0.518
8830,ALV2390-003B,,"HAYS, 2004",ALV2390,8.2948,-104.027,0.0001,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,13.707,34.078,4.658,20.75,5.175,1.717,6.006,0.95,6.029,1.215,3.259,0.509,3.227,0.514
8831,ALV2488-003,,"PERFIT, 2013",ALV2488,9.5308,-104.243,1e-05,-2570.0,-2570.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.0,12.0,1.6,9.0,3.1,1.1,4.1,0.72,5.0,1.1,3.1,0.46,2.9,0.44
8832,ALV2489-001,,"PERFIT, 2013",ALV2489,9.5293,-104.228,1e-05,-2655.0,-2655.0,,0.04,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,8.7,27.0,3.7,20.0,6.0,1.9,7.5,1.3,9.0,1.9,5.5,0.81,5.1,0.79
8833,ALV2490-014,,"PERFIT, 2013",ALV2490,9.5261,-104.271,1e-05,-2682.0,-2682.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,7.0,23.0,3.0,16.0,4.9,1.6,6.4,1.1,7.7,1.6,4.6,0.68,4.3,0.65
8834,ALV2494-002,,"PERFIT, 2013",ALV2494,9.56268,-104.249,1e-05,,,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.5,7.8,1.3,7.0,2.4,1.0,3.5,0.66,4.2,0.9,2.4,0.38,2.4,0.41
8835,ALV2696-001,,"PERFIT, 2013",ALV2696,9.8723,-104.321,1e-05,-2632.0,-2632.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.95,12.54,2.22,12.41,3.22,1.21,4.61,0.85,5.53,1.19,3.7,0.52,3.43,0.5
8836,ALV2697-003,,"PERFIT, 2013",ALV2697,9.88524,-104.327,1e-05,-2700.0,-2700.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.67,10.82,1.94,10.63,3.16,1.19,4.5,0.85,5.41,1.14,3.6,0.5,3.27,0.48
8837,ALV2697-012,,"PERFIT, 2013",ALV2697,9.87398,-104.304,1e-05,-2593.0,-2660.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.29,12.05,2.02,10.88,3.03,1.15,4.29,0.8,5.07,1.1,3.4,0.47,3.16,0.46
8838,ALV2700-002,,"PERFIT, 2013",ALV2700,9.528,-104.216,1e-05,-2756.0,-2756.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.78,14.33,2.45,13.42,4.08,1.46,5.65,1.04,6.73,1.43,4.5,0.63,4.06,0.6
8839,ALV2700-007,,"KUTZA, 2002; WATERS, 2011",ALV2700,9.51167,-104.215,1e-05,-2711.0,-2711.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,6.63,17.5,2.67,13.57,4.16,1.4,5.13,0.93,5.78,1.28,3.8,0.53,3.54,0.53
8840,ALV2701-001,,"PERFIT, 2013",ALV2701,9.5845,-104.204,1e-05,-2806.0,-2806.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,6.54,16.41,2.44,12.33,3.47,1.29,4.6,0.83,5.17,1.09,3.3,0.46,2.93,0.44
8841,ALV2701-011,,"PERFIT, 2013",ALV2701,9.5885,-104.218,1e-05,-2840.0,-2840.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,6.31,15.86,2.43,12.32,3.95,1.41,5.13,0.91,5.85,1.24,3.8,0.53,3.36,0.5
8842,ALV2701-012,,"PERFIT, 2013",ALV2701,9.58572,-104.222,1e-05,-2711.0,-2711.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.5,10.68,1.85,10.08,3.48,1.29,4.85,0.92,5.67,1.22,3.8,0.51,3.34,0.5
8843,ALV2702-002,,"PERFIT, 2013",ALV2702,9.57847,-104.221,1e-05,-2707.0,-2707.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.38,10.72,1.81,9.43,3.12,1.16,4.45,0.78,4.97,1.07,3.2,0.47,2.95,0.46
8844,ALV2704-002,,"PERFIT, 2013",ALV2704,9.94133,-104.3,1e-05,-2573.0,-2573.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.85,8.68,1.52,8.46,3.13,1.17,4.43,0.83,5.27,1.14,3.5,0.49,3.19,0.46
8845,ALV2706-007,,"AREVALO JR, 2008; WATERS, 2011",ALV2706,9.538,-104.238,1e-05,-2569.0,-2569.0,,,,ICPMS; LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.78,9.37,1.66,8.66,2.95,1.16,4.48,0.8,4.71,1.02,3.58,0.51,2.91,0.43
8846,ALV2709-002,,"PERFIT, 2013",ALV2709,9.72,-104.11,1e-05,-2941.0,-2941.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.33,13.05,2.18,11.88,4.31,1.55,5.85,1.07,6.72,1.42,4.4,0.62,3.92,0.58
8847,ALV2710-002,,"PERFIT, 2013",ALV2710,9.4806,-104.249,1e-05,-2581.0,-2581.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.81,11.26,1.91,10.49,3.69,1.33,5.16,0.96,6.04,1.28,4.0,0.56,3.65,0.52
8848,ALV2737-001,,"PERFIT, 2013",ALV2737,9.84533,-104.292,1e-05,-2518.0,-2518.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.0,9.1,1.5,8.2,2.8,1.1,4.1,0.72,4.5,0.99,3.0,0.45,2.8,0.42
8849,ALV2737-003,,"PERFIT, 2013",ALV2737,9.84883,-104.293,1e-05,-2524.0,-2524.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.8,8.9,1.5,8.2,2.8,1.1,4.2,0.74,4.5,0.99,3.0,0.45,2.8,0.42
8850,ALV2737-006C,,"PERFIT, 2013",ALV2737,9.8489,-104.294,1e-05,-2524.0,-2524.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.9,8.8,1.5,7.9,2.7,1.1,4.0,0.73,4.4,0.97,2.9,0.45,2.7,0.42
8851,ALV2737-008,,"PERFIT, 2013",ALV2737,9.84685,-104.301,1e-05,-2525.0,-2525.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.56,8.02,1.38,7.52,2.63,0.99,3.5,0.65,4.26,0.91,2.62,0.39,2.54,0.38
8852,ALV2738-001,,"PERFIT, 2013",ALV2738,9.56019,-104.243,1e-05,-2560.0,-2560.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.53,8.09,1.38,7.51,2.64,1.03,3.66,0.66,4.26,0.92,2.7,0.4,2.43,0.4
8853,ALV2740-007,,"PERFIT, 2013",ALV2740,9.77083,-104.277,1e-05,-2540.0,-2540.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.11,9.79,1.69,9.1,2.99,1.18,4.32,0.8,5.05,1.08,3.1,0.47,2.86,0.5
8854,ALV2742-001,,"PERFIT, 2013",ALV2742,9.81886,-104.287,1e-05,-2520.0,-2520.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.65,8.64,1.49,8.04,2.74,1.08,3.9,0.71,4.42,0.95,2.8,0.4,2.61,0.43
8855,ALV2742-002,,"PERFIT, 2013",ALV2742,9.81886,-104.287,1e-05,-2520.0,-2520.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.68,8.67,1.47,7.89,2.77,1.12,3.99,0.71,4.4,0.95,2.9,0.41,2.59,0.44
8856,ALV2742-003.1,,"PERFIT, 2013",ALV2742,9.816,-104.288,1e-05,-2515.0,-2515.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.8,9.17,1.54,8.2,2.91,1.11,4.05,0.73,4.5,0.99,2.9,0.43,2.63,0.44
8857,ALV2746-001,,"PERFIT, 2013",ALV2746,9.81625,-104.286,1e-05,-2525.0,-2525.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.7,8.4,1.4,7.8,2.7,1.1,3.8,0.69,4.3,0.93,2.9,0.43,2.7,0.41
8858,ALV2746-002,,"PERFIT, 2013",ALV2746,9.8151,-104.287,1e-05,-2514.0,-2514.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.7,8.4,1.4,7.7,2.7,1.1,3.8,0.7,4.2,0.93,2.8,0.44,2.7,0.4
8859,ALV2746-004,,"MARSCHALL, 2017",ALV2746,9.81537,-104.288,1e-05,-2515.0,-2515.0,,,,LA-ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,OFF-AXIS_SPREADING_CENTER,2.75,8.71,1.44,7.99,2.72,1.03,3.62,0.634,4.52,0.948,2.78,0.399,2.785,0.401
8860,ALV2746-005,,"PERFIT, 2013",ALV2746,9.81646,-104.288,1e-05,-2515.0,-2515.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,3.0,9.3,1.6,8.4,3.0,1.1,4.4,0.79,4.9,1.1,3.2,0.49,3.0,0.46
8861,ALV2746-007,,"PERFIT, 2013",ALV2746,9.8174,-104.29,1e-05,-2516.0,-2516.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,OFF-AXIS_SPREADING_CENTER,2.72,8.48,1.44,7.81,2.77,1.02,3.69,0.69,4.46,0.96,2.74,0.42,2.67,0.41
8862,ALV2746-008,,"PERFIT, 2013",ALV2746,9.81717,-104.292,1e-05,-2522.0,-2522.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,2.6,8.3,1.4,7.7,2.7,1.1,3.9,0.7,4.4,1.0,2.9,0.43,2.6,0.42
8863,ALV2746-009,,"PERFIT, 2013",ALV2746,9.81618,-104.295,1e-05,-2533.0,-2533.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,OFF-AXIS_SPREADING_CENTER,2.78,8.61,1.48,7.95,2.86,1.04,3.74,0.7,4.58,0.96,2.8,0.43,2.73,0.41
8864,ALV2746-010,,"PERFIT, 2013",ALV2746,9.81568,-104.3,1e-05,-2571.0,-2571.0,,,,ICPMS,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,SPREADING_CENTER,4.5,13.0,2.1,11.0,3.7,1.3,5.0,0.86,5.2,1.2,3.4,0.51,3.1,0.52
